ObjectID,Election,County,HASNO,Site Name,Site Address,Zip,New,ED,Latitude,Longitude,x,y
1,General Election 2024 - 11/05/2024,Bronx,X0069,1880 Valentine Ave Community Room,1880 Valentine Avenue,10457,,049/86,40.84904523,-73.9005347,592678.1903,4522581.5155
2,General Election 2024 - 11/05/2024,Bronx,10024,Adult Behavioral Health Center,1500 Waters Place,10461,,037/82,40.84878181,-73.83936253,597835.117,4522618.8026
3,General Election 2024 - 11/05/2024,Bronx,X0021,Baychester Community Center,1220 East 229 Street,10466,,"039/83, 049/83, 051/83, 060/83",40.88447322,-73.84280795,597492.3165,4526577.0715
4,General Election 2024 - 11/05/2024,Bronx,X0150,Betances Community Center,547 East 146 Street,10455,,"030/84, 032/84, 033/84",40.81256691,-73.91454277,591547.5396,4518517.3604
5,General Election 2024 - 11/05/2024,Bronx,X0201,Bronx County Supreme Court House,851 Grand Concourse,10451,,"029/77, 047/77, 010/84, 011/84, 012/84, 013/84, 014/84",40.82614819,-73.92340386,590781.6615,4520015.7867
6,General Election 2024 - 11/05/2024,Bronx,X0216,Bronx House,990 Pelham Parkway South,10461,,018/80,40.8566404,-73.86041046,596049.5114,4523467.8868
7,General Election 2024 - 11/05/2024,Bronx,X0007,Bronx Regional HS,1010 Rev James A Polite Ave.,10459,,"031/79, 032/79, 058/79, 033/85",40.82345893,-73.89876177,592863.3416,4519743.0753
8,General Election 2024 - 11/05/2024,Bronx,X0048,Bronx River Community Center,1619 East 174th Street,10472,,"024/85, 025/85, 026/85",40.83486102,-73.87630965,594740.4494,4521032.8482
9,General Election 2024 - 11/05/2024,Bronx,11939,Bronxchester Houses,520 East 156 Street,10455,,047/79,40.81917188,-73.91106055,591832.126,4519254.2135
10,General Election 2024 - 11/05/2024,Bronx,11927,Butler United Methodist Church,3920 Paulding Avenue,10466,,"025/83, 029/83",40.88350569,-73.85269986,596660.3243,4526458.6933
11,General Election 2024 - 11/05/2024,Bronx,11772,Church of the Abiding Presence,1672 East 172 Street,10472,,"021/85, 022/85",40.83194566,-73.87264161,595053.8789,4520713.1887
12,General Election 2024 - 11/05/2024,Bronx,11766,Classic Community Center,286 East 156 Street,10451,,"044/79, 048/79, 049/79, 050/79, 051/79, 052/79, 059/79",40.82152772,-73.92026541,591052.6289,4519506.1289
13,General Election 2024 - 11/05/2024,Bronx,X0234,Co-op City 2049 Bartow Avenue Community Center,2049 Bartow Avenue,10475,,"054/82, 055/82, 057/82, 076/82",40.87013374,-73.82921716,598658.6413,4525000.4661
14,General Election 2024 - 11/05/2024,Bronx,X0059,Co-op City Dreiser Loop Community Center Auditorium,177 Dreiser Loop,10475,,"058/82, 059/82, 060/82, 061/82, 062/82, 063/82, 064/82, 065/82, 066/82",40.87678617,-73.8295953,598616.9022,4525738.5292
15,General Election 2024 - 11/05/2024,Bronx,X0210,Columbus High School,925 Astor Avenue,10469,,"041/80, 063/80",40.85989962,-73.86032227,596052.2354,4523829.7884
16,General Election 2024 - 11/05/2024,Bronx,X0192,Concourse Village East,777 Concourse Village East,10451,,"053/79, 054/79, 055/79, 056/79",40.82367561,-73.92046996,591032.4418,4519744.3513
17,General Election 2024 - 11/05/2024,Bronx,11676,Earl Monroe Charter School,1617 Parkview Avenue,10461,,029/82,40.84544176,-73.82715468,598869.1556,4522261.733
18,General Election 2024 - 11/05/2024,Bronx,11738,East Bronx Academy,1716 Southern Boulevard,10460,,"024/79, 025/79, 057/79",40.83705387,-73.88771852,593775.4379,4521264.0015
19,General Election 2024 - 11/05/2024,Bronx,10603,Eastchester Community Center,3016 Yates Ave,10469,,"008/83, 009/83, 010/83",40.87020057,-73.8537742,596589.1492,4524980.5021
20,General Election 2024 - 11/05/2024,Bronx,X0014,Edenwald Community Center,1150 East 229 Street,10466,,"050/83, 052/83",40.88593325,-73.84493917,597310.6212,4526736.7777
21,General Election 2024 - 11/05/2024,Bronx,X0219,Co-op City Einstein Community Center 3,135 Einstein Loop,10475,,"049/82, 050/82, 051/82",40.86421826,-73.82211541,599265.9322,4524351.8142
22,General Election 2024 - 11/05/2024,Bronx,11895,Fordham Bedford/Serviam Heights LLC,2848 Bainbridge Avenue,10458,,"012/78, 013/78, 023/78, 024/78, 026/78, 027/78, 054/78 (Combined into 024/78)",40.8689702,-73.88622491,593856.3081,4524808.6239
23,General Election 2024 - 11/05/2024,Bronx,11992,Fordham Hill Oval,1 Fordham Hill Oval,10468,,032/78,40.86387224,-73.90845237,591990.2523,4524219.109
24,General Election 2024 - 11/05/2024,Bronx,11946,Friendly Baptist Church,962 Ogden Avenue,10452,,"001/77, 002/77",40.83205729,-73.92971756,590241.2506,4520665.2286
25,General Election 2024 - 11/05/2024,Bronx,11004,Glebe Avenue Senior Center,2125 Glebe Avenue,10462,,"028/87, 030/87",40.83516186,-73.85060187,596907.5246,4521094.3623
26,General Election 2024 - 11/05/2024,Bronx,X0223,Grace Dodge Vocational HS,2474 Crotona Avenue,10458,,"007/78, 008/78, 011/78, 048/78, 053/78 (Combined into 011/78)",40.85529805,-73.88270324,594172.4455,4523294.6606
27,General Election 2024 - 11/05/2024,Bronx,10859,Gun Hill Community Center,745 Magenta Street,10467,,014/83,40.87520014,-73.86535888,595605.7297,4525522.7889
28,General Election 2024 - 11/05/2024,Bronx,X0064,Harding Park Community Center,1820 Gildersleeve Avenue,10473,,"002/85, 003/85",40.80901867,-73.85653693,596444.9879,4518185.6769
29,General Election 2024 - 11/05/2024,Bronx,X0140,Hellenic Orthodox Community Church,3573 Bruckner Boulevard,10461,,"025/82, 067/82 (Combined into 025/82), 077/82, 078/82",40.85005085,-73.82791698,598798.0465,4522772.5268
30,General Election 2024 - 11/05/2024,Bronx,X0015,Highbridge Gardens Community Center,1155 University Avenue,10452,,006/77,40.83807575,-73.92871739,590317.4128,4521334.3626
31,General Election 2024 - 11/05/2024,Bronx,10071,Hostos Community College,120 East 149 Street,10451,,"004/77, 058/77, 015/84, 016/84, 063/84 (Combined into 016/84)",40.81864418,-73.92846755,590364.8548,4519177.5404
32,General Election 2024 - 11/05/2024,Bronx,X0068,IS 117 Joseph H. Wade,1865 Morris Avenue,10453,,"022/77, 023/77, 010/86, 011/86",40.84860512,-73.90856795,592001.6333,4522524.1904
33,General Election 2024 - 11/05/2024,Bronx,X0203,IS 131 Albert Einstein,885 Bolton Avenue,10473,,"014/85, 015/85",40.8234997,-73.85980634,596148.3125,4519789.6123
34,General Election 2024 - 11/05/2024,Bronx,X0101,IS 144 Michelangelo,2545 Gunther Avenue,10469,,"022/80, 023/80, 024/80, 061/80",40.86419564,-73.83630358,598070.2374,4524333.3151
35,General Election 2024 - 11/05/2024,Bronx,10097,IS 166 Bronx Early College Academy for Teaching & Learning,250 East 164 Street,10456,,"045/77, 046/77, 048/77, 050/77",40.8283329,-73.91727677,591295.3272,4520264.675
36,General Election 2024 - 11/05/2024,Bronx,10616,IS 174 Archimedes Academy for Math/Women's Academy of Ex.,456 White Plains Road,10473,,"004/85, 005/85, 052/87, 053/87",40.8146943,-73.85628423,596458.081,4518816.0019
37,General Election 2024 - 11/05/2024,Bronx,10087,IS 206 Ann Mersereau,2280 Aqueduct Avenue East,10468,,"016/86, 018/86, 020/86",40.85954437,-73.90637836,592171.0425,4523740.8543
38,General Election 2024 - 11/05/2024,Bronx,10078,IS 217 (IS 116) School of Performing Arts,977 Fox Street,10459,,"036/85, 039/85, 040/85",40.8220836,-73.89403827,593263.5912,4519595.417
39,General Election 2024 - 11/05/2024,Bronx,X0054,IS 232,1700 Macombs Road,10453,,"025/77, 026/77, 028/77, 061/77 (Combined into 028/77), 001/86, 002/86, 003/86, 004/86",40.84948907,-73.91575371,591394.6884,4522614.7946
40,General Election 2024 - 11/05/2024,Bronx,X0188,IS 74 The Hunts Point School,730 Bryant Avenue,10474,,"057/84, 054/85, 060/85 (Combined into 054/85), 065/85 (Combined into 054/85), 066/85 (Combined into 054/85), 067/85 (Combined into 054/85), 068/85 (Combined into 054/85), 069/85 (Combined into 054/85), 070/85 (Combined into 054/85), 071/85 (Combined into ",40.81545647,-73.88556239,593987.7133,4518868.801
41,General Election 2024 - 11/05/2024,Bronx,X0077,Jaime Towers,2050 Seward Avenue,10473,,"049/87, 050/87, 056/87",40.81988825,-73.85348869,596686.3123,4519395.6587
42,General Election 2024 - 11/05/2024,Bronx,X0009,JHS 123 James M. Kieran,1025 Morrison Avenue,10472,,"046/85, 047/85",40.82500724,-73.87376721,594968.8707,4519941.7396
43,General Election 2024 - 11/05/2024,Bronx,X0004,JHS 145 Arturo Toscanini,1000 Teller Avenue,10456,,"043/77, 044/77, 041/79, 042/79",40.82789179,-73.91417509,591557.4726,4520218.944
44,General Election 2024 - 11/05/2024,Bronx,X0037,JHS 80 The Mosholu Parkway,149 East Mosholu Parkway N,10467,,"008/80, 040/80, 055/80",40.87676009,-73.8814774,594245.3326,4525678.4802
45,General Election 2024 - 11/05/2024,Bronx,11151,Holy Rosary Church,2950 Eastchester Road,10469,,"001/83, 002/83, 003/83, 005/83",40.8691214,-73.84237419,597551.3986,4524873.343
46,General Election 2024 - 11/05/2024,Bronx,X0087,Jonas Bronck Housing,230 East 179 Street,10457,,"050/86, 051/86",40.85067986,-73.90331865,592441.2439,4522760.0338
47,General Election 2024 - 11/05/2024,Bronx,11146,Justice Sonia Sotomayor Community Center,1000 Rosedale Avenue,10472,,"016/85, 017/85, 019/85, 020/85",40.82551646,-73.86746736,595499.3815,4520005.1137
48,General Election 2024 - 11/05/2024,Bronx,11178,Kensington Bldg /Fordham Hill Complex,2455 Sedgwick Avenue,10468,,022/86,40.86566771,-73.90889228,591950.6942,4524417.9623
49,General Election 2024 - 11/05/2024,Bronx,X0164,Kips Bay Throggs Neck,550 Balcom Avenue,10465,,"012/82, 013/82, 014/82",40.82122119,-73.82574651,599023.8998,4519574.605
50,General Election 2024 - 11/05/2024,Bronx,X0097,Knolls Cooperative Section 2,25 Knolls Crescent,10463,,"014/81, 027/81, 060/81",40.87830897,-73.91808495,591158.647,4525811.6544
51,General Election 2024 - 11/05/2024,Bronx,X0235,Locust Point Civic Hall,3300 Tierney Place,10465,,002/82,40.81610253,-73.79925708,601265.5662,4519036.6542
52,General Election 2024 - 11/05/2024,Bronx,10639,Mark Terrace Apartment Building,3410 De Reimer Avenue,10475,,"037/83, 059/83",40.87980746,-73.83645318,598034.5963,4526066.2207
53,General Election 2024 - 11/05/2024,Bronx,X0057,Mayflower Terrace,1720 Mayflower Avenue,10461,,028/82,40.84645596,-73.83421252,598272.6787,4522366.3762
54,General Election 2024 - 11/05/2024,Bronx,X0085,Michelangelo Apartments,225 East 149 Street,10451,,017/84,40.81815922,-73.92474019,590679.8573,4519127.5553
55,General Election 2024 - 11/05/2024,Bronx,10312,Millbrook Community Center,201 St Anns Avenue,10454,,"037/84, 052/84, 053/84",40.8059467,-73.91853877,591219.5771,4517778.2933
56,General Election 2024 - 11/05/2024,Bronx,11451,Mitchell Community Center,210 Alexander Avenue,10454,,"042/84, 043/84, 044/84, 051/84, 066/84, 067/84",40.80921576,-73.92552669,590625.6992,4518133.9399
57,General Election 2024 - 11/05/2024,Bronx,11141,Morris Park Community Association,1824 Bronxdale Avenue,10462,,"005/80, 006/80, 062/80",40.8475855,-73.85974529,596118.6625,4522463.4333
58,General Election 2024 - 11/05/2024,Bronx,X0137,Mosholu Montefiore Community Center,3450 Dekalb Avenue,10467,,"046/80, 053/80, 065/80 (Combined into 066/80), 066/80, 047/81, 051/81",40.88195732,-73.88058098,594313.4877,4526256.392
59,General Election 2024 - 11/05/2024,Bronx,X0144,Mott Haven Community Center,375 East 143 Street,10454,,"045/84, 046/84, 065/84",40.81274877,-73.92131917,590975.7587,4518530.4934
60,General Election 2024 - 11/05/2024,Bronx,X0109,MS 101 Edward R. Byrne,2750 Lafayette Avenue,10465,,"015/82, 016/82, 017/82",40.82723696,-73.82944288,598703.2613,4520238.242
61,General Election 2024 - 11/05/2024,Bronx,X0020,MS 143 The Marie Curie School for Health Professions,120 West 231 Street,10463,,"001/81, 005/81, 006/81, 007/81, 008/81",40.87594608,-73.90142428,592565.7371,4525566.833
62,General Election 2024 - 11/05/2024,Bronx,10072,MS 203 (PS 183),339 Morris Avenue,10451,,"047/84, 048/84, 049/84, 050/84",40.81335996,-73.92575673,590600.6582,4518593.7445
63,General Election 2024 - 11/05/2024,Bronx,X0205,MS 301 (PS 120) Paul L. Dunbar,890 Cauldwell Avenue,10456,,"040/79, 043/79, 045/79, 046/79, 020/84",40.82208393,-73.90722047,592151.9415,4519581.509
64,General Election 2024 - 11/05/2024,Bronx,X0071,MS 390 (PS 26),1930 Andrews Avenue South,10453,,"020/77, 005/86, 008/86, 009/86, 015/86",40.85456244,-73.91313946,591608.0667,4523180.7174
65,General Election 2024 - 11/05/2024,Bronx,X0179,MS/HS 141 Riverdale/Kingsbridge Academy,660 West 237 Street,10463,,"028/81, 029/81, 030/81, 031/81, 032/81",40.88821085,-73.91436315,591458.6055,4526914.745
66,General Election 2024 - 11/05/2024,Bronx,10354,Mt. Hebron Baptist Church,732 East 233 Street,10466,,"035/83, 040/83, 054/83, 058/83",40.89283524,-73.85612817,596357.9468,4527490.5919
67,General Election 2024 - 11/05/2024,Bronx,10212,Olivet Gospel Assembly,3900 Dyre Avenue,10466,,"045/82 (Combined into 053/82), 052/82 (Combined into 053/82), 053/82, 046/83, 055/83, 057/83 (Combined into 055/83)",40.88938849,-73.83111514,598470.157,4527135.8093
68,General Election 2024 - 11/05/2024,Bronx,12047,Our Lady of Mount Carmel School,2465 Bathgate Avenue,10458,,"009/78, 010/78",40.85853759,-73.88858036,593672.5138,4523647.9781
69,General Election 2024 - 11/05/2024,Bronx,X0042,JHS 127 The Castle Hill School,1551 Castle Hill Avenue,10462,,"031/87, 032/87",40.83780606,-73.85255335,596739.1444,4521385.7377
70,General Election 2024 - 11/05/2024,Bronx,X0226,Morris HS Academy for Collaborative Studies,1100 Boston Road,10456,,"030/79, 037/79",40.82740954,-73.90465919,592360.5438,4520175.3959
71,General Election 2024 - 11/05/2024,Bronx,11467,Parkchester North Condominium 1563 Metropolitan,1563 Metropolitan Avenue,10462,,"018/87, 019/87",40.84036523,-73.85834229,596247.3776,4521663.4531
72,General Election 2024 - 11/05/2024,Bronx,11994,Our Lady of Grace School,3975 Bronxwood Avenue,10466,,"030/83, 031/83, 032/83, 033/83, 034/83, 067/83",40.88601865,-73.85477088,596482.187,4526735.3737
73,General Election 2024 - 11/05/2024,Bronx,X0044,Parkchester South 1595 Unionport Road,1595 Unionport Road,10462,,"015/87, 016/87",40.8401814,-73.86272001,595878.5721,4521638.2461
74,General Election 2024 - 11/05/2024,Bronx,11466,Parkchester South Condominium 18 Metropolitan,18 Metropolitan Oval,10462,,"017/87, 022/87, 024/87",40.83862509,-73.85807601,596272.3447,4521470.5739
75,General Election 2024 - 11/05/2024,Bronx,X0079,Parkchester South Condominium 2059 McGraw Avenue,2059 McGraw Avenue,10462,,"025/87, 026/87, 027/87",40.83563239,-73.85617381,596437.0549,4521140.4474
76,General Election 2024 - 11/05/2024,Bronx,X0116,Parkside Cornerstone,2972 Bronx Park East,10467,,038/80,40.8693283,-73.87027594,595199.8181,4524865.5959
77,General Election 2024 - 11/05/2024,Bronx,X0147,Parkside Development Community Room,3856 Bronx Boulevard,10467,,027/83,40.88637659,-73.86549404,595578.2596,4526763.3428
78,General Election 2024 - 11/05/2024,Bronx,10652,Parkside Senior Center,644 Adee Avenue,10467,,"035/80, 037/80",40.86915859,-73.86917709,595292.6612,4524847.9519
79,General Election 2024 - 11/05/2024,Bronx,00036,Pelham Pkwy Community Center,785 Pelham Parkway North,10467,,045/80,40.85814245,-73.86386667,595756.0379,4523630.8441
80,General Election 2024 - 11/05/2024,Bronx,X0113,Preston High School,2780 Schurz Avenue,10465,,"009/82, 010/82, 011/82",40.81406191,-73.81929497,599578.6716,4518787.1668
81,General Election 2024 - 11/05/2024,Bronx,X0131,PS 1 Courtlandt School,335 East 152 Street,10451,,018/84,40.81897488,-73.91931198,591136.526,4519223.7315
82,General Election 2024 - 11/05/2024,Bronx,X0066,PS 102 Joseph O. Loretan,1827 Archer Street,10460,,"009/87, 010/87, 011/87, 012/87, 013/87, 014/87",40.83779857,-73.86610558,595596.5697,4521370.0287
83,General Election 2024 - 11/05/2024,Bronx,X0153,PS 103 Hector Fontanez,4125 Carpenter Avenue,10466,,"018/81, 059/81",40.89224534,-73.86162225,595895.9771,4527419.0708
84,General Election 2024 - 11/05/2024,Bronx,X0186,PS 105 Sen Abraham Bernstein,725 Brady Avenue,10462,,"007/80, 011/80, 012/80, 013/80, 014/80",40.85258517,-73.86644766,595546.4866,4523011.1112
85,General Election 2024 - 11/05/2024,Bronx,X0053,PS 107,1695 Seward Avenue,10473,,"011/85, 012/85, 013/85",40.81866096,-73.86844093,595427.1114,4519243.0295
86,General Election 2024 - 11/05/2024,Bronx,X0017,PS 108 Philip J. Abinanti,1166 Neill Avenue,10461,,"004/80, 020/80, 021/80, 060/80",40.85467817,-73.85286709,596688.1643,4523258.3605
87,General Election 2024 - 11/05/2024,Bronx,X0025,PS 11 Highbridge,1257 Ogden Avenue,10452,,"008/77, 009/77, 010/77",40.83967243,-73.92569892,590569.7241,4521514.7249
88,General Election 2024 - 11/05/2024,Bronx,X0143,PS 113 Globe School for Environmental Research,3710 Barnes Avenue,10467,,"015/83, 018/83, 019/83, 020/83, 026/83",40.88084199,-73.86065459,595993.9723,4526154.2409
89,General Election 2024 - 11/05/2024,Bronx,10210,PS 119,1075 Pugsley Avenue,10472,,"041/87, 042/87, 043/87, 044/87, 045/87",40.8286735,-73.85686248,596389.0699,4520367.1872
90,General Election 2024 - 11/05/2024,Bronx,X0103,PS 12 Lewis and Clark School,2555 Tratman Avenue,10461,,"035/82, 036/82, 040/82",40.84042614,-73.84424893,597435.4524,4521685.7952
91,General Election 2024 - 11/05/2024,Bronx,X0082,PS 106,2120 St Raymond Avenue,10462,,"020/87, 021/87, 023/87",40.83748566,-73.85476061,596553.5161,4521347.7347
92,General Election 2024 - 11/05/2024,Bronx,X0110,PS 121 Throop,2750 Throop Avenue,10469,,"026/80, 027/80, 028/80, 029/80, 042/80, 064/80",40.86699557,-73.85080152,596844.3235,4524627.9986
93,General Election 2024 - 11/05/2024,Bronx,11582,PS 126,175 West 166 Street,10452,,"005/77, 007/77",40.83595225,-73.92839131,590347.7878,4521098.9713
94,General Election 2024 - 11/05/2024,Bronx,X0190,PS 130 Abram Stevens Hewitt,750 Prospect Avenue,10455,,"033/79, 021/84, 022/84, 023/84, 054/84, 059/84, 060/84",40.81787012,-73.90212106,592587.8322,4519119.1123
95,General Election 2024 - 11/05/2024,Bronx,X0022,PS 132 Garret A. Morgan,1245 Washington Avenue,10456,,"017/79, 018/79, 035/79",40.83202279,-73.90673325,592179.2636,4520685.3247
96,General Election 2024 - 11/05/2024,Bronx,X0080,PS 138 Samuel Randall,2060 Lafayette Avenue,10473,,"046/87, 047/87, 048/87, 051/87",40.82242035,-73.8534647,596684.6583,4519676.7722
97,General Election 2024 - 11/05/2024,Bronx,X0121,PS 14 Senator John Calandra,3047 Bruckner Boulevard,10461,,"008/82, 024/82, 033/82, 034/82",40.83575563,-73.82595495,598984.7037,4521187.8314
98,General Election 2024 - 11/05/2024,Bronx,X0213,PS 146 Edward Collins,968 Cauldwell Avenue,10456,,"036/79, 038/79, 039/79",40.82512481,-73.90592012,592257.3847,4519920.4425
99,General Election 2024 - 11/05/2024,Bronx,10546,PS 15 Institute for Environmental Learning,2195 Andrews Avenue North,10453,,"021/86, 024/86, 025/86, 054/86 (Combined into 025/86)",40.85894879,-73.90987115,591877.4861,4523671.0692
100,General Election 2024 - 11/05/2024,Bronx,X0209,PS 150 Charles James Fox,920 East 167 Street,10459,,"008/85, 030/85, 031/85, 032/85, 085/85, 086/85",40.82619825,-73.89427302,593238.0311,4520051.9307
101,General Election 2024 - 11/05/2024,Bronx,X0006,PS 152 Evergreen,1007 Evergreen Avenue,10472,,"044/85, 045/85",40.82390755,-73.88010805,594435.7339,4519812.8114
102,General Election 2024 - 11/05/2024,Bronx,X0161,PS 16 Wakefield,4550 Carpenter Avenue,10470,,"024/81, 044/81, 057/81, 058/81, 042/83",40.90236974,-73.85454652,596477.329,4528550.7665
103,General Election 2024 - 11/05/2024,Bronx,11757,PS 160 The Walt Disney Magnet STEAM School,4140 Hutchinson River Parkway East,10475,,"046/82, 047/82, 048/82",40.8643917,-73.82424066,599086.5659,4524368.6602
104,General Election 2024 - 11/05/2024,Bronx,12035,PS 169 Baychester Academy,3500 Edson Avenue,10466,,"006/83, 036/83, 061/83, 062/83",40.88114847,-73.83958595,597768.6659,4526211.583
105,General Election 2024 - 11/05/2024,Bronx,X0075,PS 175 City Island,200 City Island Avenue,10464,,"041/82, 042/82, 068/82 (Combined into 042/82), 069/82 (Combined into 042/82), 070/82 (Combined into 042/82), 071/82 (Combined into 042/82), 072/82, 073/82 (Combined into 042/82), 074/82 (Combined into 042/82), 075/82 (Combined into 042/82), 079/82",40.84369257,-73.78491662,602432.5329,4522116.0898
106,General Election 2024 - 11/05/2024,Bronx,10075,PS 179 (PS 40),468 East 140 Street,10454,,"038/84, 039/84, 040/84, 041/84, 064/84",40.80939899,-73.91987159,591102.4319,4518160.1419
107,General Election 2024 - 11/05/2024,Bronx,X0189,PS 186 Walter J. Damrosch School,750 Jennings Street,10459,,"019/79, 020/79, 021/79, 029/79",40.83172546,-73.89813348,592904.7846,4520661.4016
108,General Election 2024 - 11/05/2024,Bronx,11456,PS 189/IS 462-Rosa Parks Educational Campus,3441 Steenwick Avenue,10475,,"038/83, 045/83, 056/83",40.88316277,-73.83067087,598516.818,4526445.1883
109,General Election 2024 - 11/05/2024,Bronx,X0156,PS 19 Judith K. Weiss,311 East 237 Street,10470,,"041/81, 042/81, 043/81, 045/81, 062/81",40.89910726,-73.86677708,595451.8655,4528175.1809
110,General Election 2024 - 11/05/2024,Bronx,X0024,PS 195,1250 Ward Avenue,10472,,"007/85, 023/85, 043/85, 048/85, 049/85, 050/85",40.8307594,-73.87756735,594640.2412,4520576.1705
111,General Election 2024 - 11/05/2024,Bronx,11689,PS 207,3030 Godwin Terrace,10463,,"004/81, 009/81, 010/81",40.87837101,-73.9063885,592144.0825,4525830.7874
112,General Election 2024 - 11/05/2024,Bronx,12010,PS 214 Lorraine Hansberry,1970 West Farms Road,10460,,"008/87, 033/87 (Combined into 036/87), 035/87, 036/87, 058/87 (Combined into 035/87), 059/87",40.83918274,-73.88028055,594399.5169,4521508.3139
113,General Election 2024 - 11/05/2024,Bronx,11172,PS 23 Bronx The New Children's School,2151 Washington Avenue,10457,,"015/78, 016/78, 035/86, 036/86, 037/86, 047/86",40.85342886,-73.89464077,593168.88,4523074.3943
114,General Election 2024 - 11/05/2024,Bronx,X0067,PS 28 Mount Hope,1861 Anthony Avenue,10457,,"052/86, 053/86",40.84829044,-73.90355027,592425.0399,4522494.5404
115,General Election 2024 - 11/05/2024,Bronx,10359,PS 306,40 West Tremont Avenue,10453,,"021/77, 024/77, 006/86, 007/86",40.85155496,-73.91128115,591768.8509,4522848.8039
116,General Election 2024 - 11/05/2024,Bronx,X0051,PS 311/481 The Steam Bridge School,1684 White Plains Road,10462,,"001/80, 002/80, 003/80, 009/80",40.84363653,-73.86533202,595653.3938,4522018.9427
117,General Election 2024 - 11/05/2024,Bronx,X0108,PS 229 Roland Patterson,275 Roberto Clemente State Park Brdg,10453,,"015/77, 017/77, 018/77, 019/77, 062/77 (Combined into 019/77)",40.85246301,-73.92114656,590936.0327,4522939.3161
118,General Election 2024 - 11/05/2024,Bronx,X0183,PS 32,690 East 183 Street,10458,,"003/78, 004/78, 005/78, 006/78",40.85201294,-73.88605615,593894.4751,4522926.382
119,General Election 2024 - 11/05/2024,Bronx,X0093,PS 33 Timothy Dwight,2424 Jerome Avenue,10468,,"033/78, 034/78, 035/78, 038/78, 026/86, 027/86, 028/86, 029/86",40.86167481,-73.9016331,592568.0161,4523982.3596
120,General Election 2024 - 11/05/2024,Bronx,X0204,PS 333 The Museum School (PS 60),888 Rev James A Polite Ave,10459,,"027/85, 034/85, 035/85, 084/85",40.8198581,-73.89875107,592869.2666,4519343.3617
121,General Election 2024 - 11/05/2024,Bronx,11737,PS 357 Young Voices Academy of The Bronx,800 Lydig Avenue,10462,,"015/80, 016/80, 017/80",40.85432709,-73.86365879,595779.0549,4523207.5285
122,General Election 2024 - 11/05/2024,Bronx,11791,PS 360,2880 Kingsbridge Terrace,10463,,"047/78, 002/81, 003/81",40.87472469,-73.90236612,592488.077,4525430.2508
123,General Election 2024 - 11/05/2024,Bronx,X0132,PS 41 Gun Hill Road,3352 Olinville Avenue,10467,,"036/80, 039/80 (Combined into 036/80), 067/80, 013/83",40.87451412,-73.86802095,595382.4024,4525443.7298
124,General Election 2024 - 11/05/2024,Bronx,X0221,PS 42 Claremont,1537 Washington Avenue,10457,,"009/79, 012/79",40.83855952,-73.90302552,592482.802,4521414.8698
125,General Election 2024 - 11/05/2024,Bronx,X0065,PS 44 David C. Farragut,1825 Prospect Avenue,10457,,"004/79, 022/79",40.84249982,-73.89086008,593502.9165,4521865.1944
126,General Election 2024 - 11/05/2024,Bronx,X0114,PS 46 Edgar Allan Poe,2760 Briggs Avenue,10458,,"019/78, 020/78, 021/78, 022/78, 039/78, 040/78",40.86746185,-73.89053964,593494.8265,4524636.5656
127,General Election 2024 - 11/05/2024,Bronx,X0062,PS 47 John Randolph,1794 East 172 Street,10472,,"037/87, 038/87, 039/87, 040/87",40.8327402,-73.86699648,595528.7196,4520807.5299
128,General Election 2024 - 11/05/2024,Bronx,X0027,PS 48 Joseph R. Drake,1290 Spofford Avenue,10474,,"055/84, 056/84, 006/85, 038/85, 055/85, 056/85, 057/85 (Combined into 056/85), 058/85, 059/85 (Combined into 056/85), 061/85, 062/85, 063/85 (Combined into 055/85), 064/85 (Combined into 055/85), 076/85 (Combined into 055/85), 078/85 (Combined into 056/85",40.81422832,-73.88688915,593877.5481,4518731.0427
129,General Election 2024 - 11/05/2024,Bronx,X0141,PS 53 Annex The Basheer Qusim,360 East 168 Street,10456,,"038/77, 041/77, 042/77",40.83276429,-73.91150361,591776.0189,4520762.6308
130,General Election 2024 - 11/05/2024,Bronx,11496,PS 54,2703 Webster Avenue,10458,,"014/78, 018/78, 052/80",40.86478767,-73.88780287,593729.2309,4524342.6312
131,General Election 2024 - 11/05/2024,Bronx,X0157,PS 55 Benjamin Franklin,450 St Pauls Place,10456,,"002/79, 010/79, 011/79, 013/79, 014/79, 015/79",40.83613434,-73.90455917,592356.8688,4521144.0344
132,General Election 2024 - 11/05/2024,Bronx,X0133,PS 56,341 East 207 Street,10467,,"056/80, 057/80, 058/80, 059/80, 050/81",40.87526037,-73.87504048,594789.8495,4525518.9459
133,General Election 2024 - 11/05/2024,Bronx,X0081,PS 57 Crescent,2111 Crotona Avenue,10457,,"001/78, 002/78, 001/79, 003/79, 039/86",40.84864579,-73.88883607,593664.8938,4522549.6185
134,General Election 2024 - 11/05/2024,Bronx,X0003,PS 6 West Farms,1000 East Tremont Avenue,10460,,"002/87, 006/87, 007/87",40.84074622,-73.88227306,594229.3186,4521679.7302
135,General Election 2024 - 11/05/2024,Bronx,10090,PS 61 Francisco Oller,1550 Crotona Park East,10460,,"023/79, 027/79",40.83646961,-73.89278556,593349.0523,4521193.7314
136,General Election 2024 - 11/05/2024,Bronx,X0178,PS 62 Inocensio Casanova,660 Fox Street,10455,,"024/84, 025/84, 026/84, 027/84, 028/84, 037/85",40.8139737,-73.90025598,592750.5504,4518688.5467
