ObjectID,Election,County,HASNO,Site Name,Site Address,Zip,New,ED,Latitude,Longitude,x,y
937,General Election 2024 - 11/05/2024,Queens,Q0054,PS 123,145-01 119 Avenue,11436,New,"024/32, 025/32, 026/32, 027/32, 029/32",40.67830505,-73.79574723,601771.4649,4503744.0543
938,General Election 2024 - 11/05/2024,Queens,Q0033,PS 124-Osmond A Church,129-15 150 Avenue,11420,,"040/31, 042/31",40.66512002,-73.81177644,600436.5909,4502261.9881
939,General Election 2024 - 11/05/2024,Queens,Q0237,"PS 128-Lorraine Tuzzo,Juniper Valley Elementary",69-10 65 Drive,11379,,"022/28, 023/28, 061/28, 068/28",40.71530292,-73.88635868,594061.6754,4507750.0923
940,General Election 2024 - 11/05/2024,Queens,Q0032,PS 129-Patricia Larkin,128-02 7 Avenue,11356,,"035/27, 036/27, 037/27, 038/27, 039/27, 065/27 (Combined into 035/27), 066/27 (Combined into 035/27)",40.79059865,-73.83988956,597876.1891,4516159.3389
941,General Election 2024 - 11/05/2024,Queens,Q0199,PS 13-Clement C. Moore,55-01 94 Street,11373,,"014/30, 027/35, 029/35, 030/35, 048/35, 012/39, 037/39, 039/39",40.73771491,-73.86848017,595539.7196,4510257.293
942,General Election 2024 - 11/05/2024,Queens,Q0100,PS 130,200-01 42 Avenue,11361,,"060/26, 061/26",40.75957647,-73.78418643,602623.5852,4512779.2698
943,General Election 2024 - 11/05/2024,Queens,Q0127,PS 133-Queens,248-05 86 Avenue,11426,,"004/33, 005/33, 006/33, 007/33",40.73175934,-73.71795913,608258.8976,4509770.8953
944,General Election 2024 - 11/05/2024,Queens,Q0105,PS 134-Hollis,203-06 109 Avenue,11412,,"053/33, 054/33, 055/33, 065/33",40.70793583,-73.75532396,605141.122,4507080.8893
945,General Election 2024 - 11/05/2024,Queens,Q0109,PS 135-Bellaire School,207-11 89 Avenue,11427,,"054/24, 060/29, 021/33, 023/33, 024/33, 025/33, 064/33",40.72013456,-73.75748734,604939.2127,4508432.4573
946,General Election 2024 - 11/05/2024,Queens,Q0130,PS 138-Sunrise,251-11 Weller Avenue,11422,,"004/29, 005/29, 006/29, 061/29, 025/31",40.6597641,-73.73530471,606909.2006,4501757.6223
947,General Election 2024 - 11/05/2024,Queens,Q0299,PS 139-Rego Park,93-06 63 Drive,11374,,"046/28, 047/28, 048/28, 041/39, 042/39, 043/39",40.72804559,-73.86356715,595968.4522,4509189.2834
948,General Election 2024 - 11/05/2024,Queens,10861,PS / IS 270-Gordon Parks School,233-15 Merrick Blvd,11422,,"007/29, 008/29, 009/29, 011/29, 023/29",40.67496963,-73.73673356,606764.1554,4503443.8098
949,General Election 2024 - 11/05/2024,Queens,Q0009,PS 14-Fairview,107-01 Otis Avenue,11368,,"022/35, 060/35 (Combined into 022/35), 034/39",40.74050052,-73.85422987,596738.9294,4510582.1245
950,General Election 2024 - 11/05/2024,Queens,Q0017,PS 140-Edward K. Ellington,166-01 116 Avenue,11434,,"011/32, 032/32, 033/32, 034/32, 036/32",40.68679986,-73.78137309,602973.1757,4504703.7837
951,General Election 2024 - 11/05/2024,Queens,Q0047,PS 142-Queens Transition Center /Queens Academy,142-10 Linden Boulevard,11436,,"020/32, 022/32, 023/32, 030/32, 031/32",40.6840761,-73.80153932,601273.2282,4504377.9902
952,General Election 2024 - 11/05/2024,Queens,Q0152,PS 143-Louis Armstrong,34-74 113 Street,11368,,"054/27, 058/27, 060/27, 061/27, 016/35, 017/35, 019/35, 047/35, 054/35, 063/35, 065/35",40.75693939,-73.85602517,596563.5611,4512404.9933
953,General Election 2024 - 11/05/2024,Queens,Q0298,PS 144-Col. Jeromus Remsen,69-20 Juno Street,11375,,"005/28, 016/28 (Combined into 005/28), 053/28, 054/28, 055/28, 056/28, 063/28 (Combined into 064/28), 064/28",40.7152934,-73.85258909,596914.0326,4507785.7533
954,General Election 2024 - 11/05/2024,Queens,Q0307,PS 146-Howard Beach,98-01 159 Avenue,11414,,"036/23, 037/23, 038/23, 067/23 (Combined into 036/23), 060/31, 061/31 (Combined into 060/31)",40.65989819,-73.83520035,598464.283,4501655.8342
955,General Election 2024 - 11/05/2024,Queens,Q0118,PS 147-Ronald McNair,218-01 116 Avenue,11411,,"033/33, 034/33, 040/33",40.6973673,-73.74096694,606370.7418,4505924.9846
956,General Election 2024 - 11/05/2024,Queens,Q0301,PS 149-Christa McAuliffe,93-11 34 Avenue,11372,,"011/34, 028/34, 044/34, 045/34, 046/34, 048/34",40.75491749,-73.87471364,594988.9038,4512160.1479
957,General Election 2024 - 11/05/2024,Queens,Q0090,PS 169-Bay Terrace,18-25 212 Street,11360,,"038/26, 039/26, 040/26, 041/26, 042/26, 043/26, 044/26",40.7823193661977,-73.7788557622801,603038.3992,4515310.1804
958,General Election 2024 - 11/05/2024,Queens,10509,PS 15-Jackie Robinson,121-15 Lucas Street,11413,,"027/29, 028/29, 031/29, 032/29",40.68602705,-73.7573464,605004.6768,4504646.4286
959,General Election 2024 - 11/05/2024,Queens,Q0168,PS 150-Queens,40-01 43 Avenue,11104,,"025/37, 026/37",40.74559534,-73.92386878,590852.1806,4511073.2723
960,General Election 2024 - 11/05/2024,Queens,Q0190,PS 151-Mary D. Carter,50-05 31 Avenue,11377,,"006/34, 024/34, 025/34, 058/34 (Combined into 006/34)",40.75751627,-73.90884825,592103.8564,4512412.2443
961,General Election 2024 - 11/05/2024,Queens,Q0148,PS 152-Gwendoline N.Alleyne School,33-52 62 Street,11377,,"001/30 (Combined into 002/30), 002/30, 052/30",40.75301453,-73.9001744,592842.2905,4511921.6565
962,General Election 2024 - 11/05/2024,Queens,Q0211,PS 153 - Maspeth Elementary School,60-02 60 Lane,11378,,"011/37, 049/37, 050/37, 051/37",40.71663702,-73.90375017,592590.8592,4507879.7065
963,General Election 2024 - 11/05/2024,Queens,Q0248,PS 154-Queens,75-02 162 Street,11366,,"009/25, 011/27",40.72683075,-73.80696886,600749.9474,4509117.8313
964,General Election 2024 - 11/05/2024,Queens,Q0034,PS 155,130-02 115 Avenue,11420,,"041/31, 046/31, 054/31, 055/31",40.6794783,-73.81068777,600507.049,4503857.0995
965,General Election 2024 - 11/05/2024,Queens,Q0123,PS 156 Queens United MS,229-02 137 Avenue,11413,,"012/29, 013/29, 018/29, 019/29",40.67306613,-73.74328938,606213.1016,4503224.5645
966,General Election 2024 - 11/05/2024,Queens,00058,PS 16-Nancy DeBenedittis School,41-15 104 Street,11368,,"030/39, 031/39",40.74904879,-73.86120556,596137.6395,4511523.3849
967,General Election 2024 - 11/05/2024,Queens,10735,PS 161-Arthur Ashe School,101-33 124 Street,11419,,"011/24, 012/24, 014/24",40.69105394,-73.82187837,599544.1006,4505129.3394
968,General Election 2024 - 11/05/2024,Queens,Q0102,PS 162-John Golden,201-02 53 Avenue,11364,,"029/25, 030/25, 036/25",40.7489758,-73.77728977,603222.1241,4511610.5941
969,General Election 2024 - 11/05/2024,Queens,Q0074,PS 163-Flushing Heights,159-01 59 Avenue,11365,,"035/25, 037/25",40.74061315,-73.80923148,600538.1161,4510645.1936
970,General Election 2024 - 11/05/2024,Queens,Q0042,PS 164,138-01 77 Avenue,11367,,"024/27, 027/27, 028/27, 029/27, 030/27",40.72095161,-73.8234467,599367.1293,4508446.4243
971,General Election 2024 - 11/05/2024,Queens,Q0240,PS 165-Edith K. Bergtraum,70-35 150 Street,11367,,"021/27, 023/27, 026/27",40.72983661,-73.81843975,599776.7339,4509438.4058
972,General Election 2024 - 11/05/2024,Queens,Q0145,PS 166-Henry Gradstein,33-09 35 Avenue,11106,,"031/36, 032/36, 044/36, 057/36, 060/36",40.75738642,-73.92678206,590590.2172,4512379.1612
973,General Election 2024 - 11/05/2024,Queens,Q0073,PS 168 JHS,158-40 76 Road,11366,,"010/27, 040/27",40.72447103,-73.80965491,600526.6601,4508852.8059
974,General Election 2024 - 11/05/2024,Queens,Q0139,PS 17-Henry David Thoreau,28-37 29 Street,11102,,"017/36, 021/36, 022/36",40.76868501,-73.92265193,590923.4467,4513637.6651
975,General Election 2024 - 11/05/2024,Queens,Q0045,PS 171-Peter G. Van Alst,14-14 29 Avenue,11102,,"008/36, 013/36, 014/36, 015/36, 069/36 (Combined into 015/36)",40.77141381,-73.92936755,590352.9708,4513933.6446
976,General Election 2024 - 11/05/2024,Queens,11637,PS 111 - Jacob Blackwell,37-15 13th St,11101,,"042/36, 049/36",40.75892285,-73.93925245,589535.5126,4512536.9175
977,General Election 2024 - 11/05/2024,Queens,Q0086,PS 173-Fresh Meadows,174-10 67 Avenue,11365,,"011/25, 013/25, 014/25, 016/25",40.73452659,-73.79559476,601698.7768,4509985.2446
978,General Election 2024 - 11/05/2024,Queens,Q0227,PS 174-William Sidney Mount,65-10 Dieterle Crescent,11374,,"058/28, 059/28, 060/28",40.72093387,-73.86160996,596143.9695,4508401.9713
979,General Election 2024 - 11/05/2024,Queens,Q0023,PS 176,120-45 235 Street,11411,,"010/29, 024/29, 037/33, 038/33, 039/33, 041/33",40.68549841,-73.72991574,607323.4822,4504620.8866
980,General Election 2024 - 11/05/2024,Queens,Q0201,PS 177,56-37 188 Street,11365,,"031/25, 034/25",40.74360697,-73.78791394,602333.4338,4511002.1682
981,General Election 2024 - 11/05/2024,Queens,Q0093,PS 178-Holliswood,189-10 Radnor Road,11423,,"033/24, 050/24, 051/24",40.72438709,-73.777437,603247.7081,4508880.873
982,General Election 2024 - 11/05/2024,Queens,Q0128,PS 112-Dutch Kills,25-05 37th Avenue,11101,,"041/36, 043/36, 045/36, 048/36",40.75688321,-73.93465245,589926.5452,4512315.2051
983,General Election 2024 - 11/05/2024,Queens,Q0057,PS 181-Brookfield,148-15 230 Street,11413,,"022/31, 026/31, 027/31, 028/31, 064/31",40.65619577,-73.75307827,605412.3184,4501340.0527
984,General Election 2024 - 11/05/2024,Queens,11688,PS 182 Samantha Smith,153-27 88 Avenue,11432,,"003/32, 004/32, 005/32, 007/32, 009/32, 014/32",40.70644445,-73.80356471,601068.2599,4506858.708
985,General Election 2024 - 11/05/2024,Queens,Q0225,PS 175-Lynn Gross Discovery School,64-35 102nd St,11374,,"043/28, 044/28, 062/28, 041/35",40.73101701,-73.85314134,596844.5905,4509530.582
986,General Election 2024 - 11/05/2024,Queens,Q0277,PS 18-Winchester,86-35 235th Ct,11427,,"001/26, 003/26, 008/33, 009/33",40.73102001,-73.73296947,606992.5388,4509670.4212
987,General Election 2024 - 11/05/2024,Queens,Q0079,PS 184-Flushing Manor,163-15 21 Road,11357,,"050/26, 001/27, 041/40, 047/40",40.77813908,-73.80013154,601249.4881,4514821.3529
988,General Election 2024 - 11/05/2024,Queens,Q0129,PS 186-Castlewood,252-12 72 Avenue,11426,,"007/26, 008/26, 012/26",40.74985489,-73.72194587,607892.9901,4511774.7483
989,General Election 2024 - 11/05/2024,Queens,Q0217,PS 187/811Q,61-25 Marathon Parkway,11362,,"016/26, 017/26, 018/26, 019/26, 020/26",40.7561460658101,-73.7287858446174,607305.4306,4512464.7378
990,General Election 2024 - 11/05/2024,Queens,Q0263,PS 197 - The Ocean School,825 Hicksville Road,11691,,"025/23, 027/23, 029/23",40.59998762,-73.74399549,606269.2547,4495111.5164
991,General Election 2024 - 11/05/2024,Queens,Q0119,PS 188-Kingsburry,218-12 Hartland Avenue,11364,,"058/24, 059/24, 060/24",40.73631057,-73.75326803,605270.0752,4510233.178
992,General Election 2024 - 11/05/2024,Queens,Q0310,PS 19-Marino Jeantet,40-32 99 Street,11368,,"010/34, 055/34, 056/34, 060/34, 061/34",40.74886218,-73.86628127,595709.4038,4511497.1229
993,General Election 2024 - 11/05/2024,Queens,Q0271,PS 191-Mayflower,85-15 258 Street,11001,,"001/33, 002/33, 003/33",40.73446759,-73.70912851,609000.1768,4510082.4608
994,General Election 2024 - 11/05/2024,Queens,Q0062,PS 193-Alfred J. Kennedy,152-20 11 Avenue,11357,,"045/26, 046/26, 042/27, 043/27, 044/27, 045/27, 046/27, 064/27 (Combined into 046/27)",40.7924711,-73.81013786,600383.5128,4516400.8323
995,General Election 2024 - 11/05/2024,Queens,00062,PS 196-Grand Central Parkway,71-25 113 Street,11375,,"004/27, 005/27, 006/27, 056/27",40.723038054253,-73.8378489249226,598147.683,4508661.8381
996,General Election 2024 - 11/05/2024,Queens,Q0131,PS 195-William Haberle,253-50 149 Avenue,11422,,"001/29, 002/29, 003/29, 023/31, 024/31",40.65297975,-73.73608272,606854.2565,4501003.5672
997,General Election 2024 - 11/05/2024,Queens,Q0166,PS 199-Maurice A. Fitzgerald,39-20 48 Avenue,11104,,"013/37, 014/37, 022/37, 023/37, 024/37",40.74003108,-73.92614455,590667.6023,4510453.2453
998,General Election 2024 - 11/05/2024,Queens,Q0249,PS 2,75-10 21st Avenue,11370,,"016/34, 027/34, 059/34, 001/35, 049/35, 052/35 (Combined into 001/35), 053/35, 057/35 (Combined into 001/35), 058/35 (Combined into 001/35), 059/35 (Combined into 001/35)",40.77027492,-73.89455467,593292.5512,4513843.6584
999,General Election 2024 - 11/05/2024,Queens,Q0250,PS 205-Alexander Graham Bell,75-25 Bell Boulevard,11364,,"061/24, 062/24, 063/24",40.7377558207952,-73.7566136029434,604985.3062,4510389.6061
1000,General Election 2024 - 11/05/2024,Queens,Q0048,PS 20-John Bowne,142-30 Barclay Avenue,11355,,"009/40, 013/40, 018/40, 019/40, 020/40, 023/40",40.75861559,-73.8249006,599188.3661,4512625.7826
1001,General Election 2024 - 11/05/2024,Queens,Q0216,PS 206-Horace Harding School,61-02 98 Street,11374,,"045/28, 037/35, 038/35, 039/35, 040/35, 040/39",40.73473355,-73.86085389,596187.9506,4509934.6676
1002,General Election 2024 - 11/05/2024,Queens,Q0076,PS 207-Rockwood Park,159-15 88 Street,11414,,"033/23, 034/23, 035/23, 059/23",40.65822868,-73.84440754,597688.3888,4501460.2369
1003,General Election 2024 - 11/05/2024,Queens,Q0228,PS 201-Discovery School for Inquiry & Research,65-11 155th St,11367,,"017/27, 018/27",40.73698307,-73.81326476,600203.0216,4510237.614
1004,General Election 2024 - 11/05/2024,Queens,11157,PS 305-Learners & Leaders,378 Seneca Avenue,11385,,"012/37, 056/37, 065/37",40.70695504,-73.91495944,591657.3678,4506793.1819
1005,General Election 2024 - 11/05/2024,Queens,Q0077,PS 209-Clearview Gardens,16-10 Utopia Parkway,11357,,"047/26, 048/26, 049/26, 051/27",40.78353713,-73.7947877,601692.1978,4515426.7668
1006,General Election 2024 - 11/05/2024,Queens,10608,PS 212,34-25 82 Street,11372,,"040/34, 049/34, 001/39",40.7531316223707,-73.8847799857862,594141.676,4511951.0552
1007,General Election 2024 - 11/05/2024,Queens,Q0126,PS 213-Carl Ullman School,231-02 67 Avenue,11364,,"021/25, 006/26",40.74766235,-73.74583279,605879.8921,4511502.2649
1008,General Election 2024 - 11/05/2024,Queens,11209,PS 43,160 Beach 29 Street,11691,,"020/23, 022/23",40.59370904,-73.76151887,604796.3885,4494393.5503
1009,General Election 2024 - 11/05/2024,Queens,00063,PS 47- The Chris Galas School,9 Power Road,11693,,"017/23, 058/23, 066/23 (Combined into 017/23), 068/23 (Combined into 017/23), 071/23 (Combined into 017/23), 063/31",40.60656957,-73.82099865,599744.1629,4495752.0373
1010,General Election 2024 - 11/05/2024,Queens,Q0142,PS 214-Cadwallader Colden,31-15 140 Street,11354,,"068/27, 027/40, 028/40, 031/40",40.77046491,-73.82854994,598862.7616,4513937.0376
1011,General Election 2024 - 11/05/2024,Queens,Q0051,PS 219-Paul Klapper,144-39 Gravett Road,11367,,"019/27, 020/27, 022/27",40.73517595,-73.82506305,599209.4861,4510023.6087
1012,General Election 2024 - 11/05/2024,Queens,Q0063,PS 22-Thomas Jefferson,153-33 Sanford Avenue,11355,,"003/40, 004/40, 005/40, 006/40, 042/40",40.76146697,-73.81103267,600354.6728,4512958.0791
1013,General Election 2024 - 11/05/2024,Queens,Q0219,PS 220-Edward Mandel,62-10 108 Street,11375,,"031/35, 043/35, 044/35, 062/35 (Combined into 043/35)",40.73650411,-73.85151751,596973.7467,4510141.4849
1014,General Election 2024 - 11/05/2024,Queens,10731,PS 222-Christopher A.Santora School,86-15 37 Avenue,11372,,"041/34, 042/34, 043/34, 050/34, 052/34, 009/39",40.75020486,-73.88045096,594511.264,4511630.8141
1015,General Election 2024 - 11/05/2024,Queens,Q0232,PS 229-Emanuel Kaplan,67-25 51st Rd,11377,,"009/30, 010/30, 011/30, 012/30, 016/30, 017/30, 057/30 (Combined into 009/30)",40.7343966775208,-73.8969695447503,593138.8061,4509858.3284
1016,General Election 2024 - 11/05/2024,Queens,Q0064,PS 232-Lindenwood,153-23 83 Street,11414,,"043/23, 044/23, 045/23, 047/23, 048/23, 049/23, 061/23",40.66611438,-73.85136512,597088.7789,4502327.8932
1017,General Election 2024 - 11/05/2024,Queens,10221,PS 223-Lyndon B. Johnson,125-20 Sutphin Boulevard,11434,,"037/31, 028/32, 067/32, 068/32",40.6737277,-73.78867276,602376.3448,4503244.1525
1018,General Election 2024 - 11/05/2024,Queens,10864,PS 234,30-15 29 Street,11102,,"018/36, 019/36, 020/36, 025/36, 058/36, 059/36, 062/36",40.76727383,-73.9232082,590878.4216,4513480.4369
1019,General Election 2024 - 11/05/2024,Queens,11152,PS 244-Active Learning Elementary School,137-20 Franklin Avenue,11355,,"062/27, 010/40, 011/40, 012/40",40.75454622,-73.82688873,599026.5868,4512171.8029
1020,General Election 2024 - 11/05/2024,Queens,11816,PS 251,144-51 Arthur Street,11413,,"029/31, 030/31",40.66420172,-73.76018909,604798.6375,4502220.268
1021,General Election 2024 - 11/05/2024,Queens,11686,PS/MS 42 - Robert Vernam School,488 Beach 66 Street,11692,,"015/31, 020/31",40.59434577,-73.79506003,601957.2072,4494424.8463
1022,General Election 2024 - 11/05/2024,Queens,10961,PS 254-Rosa Parks School,84-40 101 Street,11418,,"073/28, 022/38, 023/38, 049/38",40.69796837,-73.84805068,597322.5903,4505867.5675
1023,General Election 2024 - 11/05/2024,Queens,11643,PS 273,88-07 102 Street,11418,,"026/38, 028/38",40.69368461,-73.84461618,597619.0137,4505395.8508
1024,General Election 2024 - 11/05/2024,Queens,10135,PS 29-Queens,125-10 23 Avenue,11356,,"032/27, 033/27, 034/27, 056/35",40.77855331,-73.84327235,597608.4207,4514818.4309
1025,General Election 2024 - 11/05/2024,Queens,11528,PS 290 - Academy for Scholars,55-20 Metropolitan Avenue,11385,,"042/37 (Combined into 045/37), 043/37, 045/37, 070/37",40.71296712,-73.90828484,592212.9116,4507467.5499
1026,General Election 2024 - 11/05/2024,Queens,11164,PS 295,222-14 Jamaica Avenue,11428,,"011/33, 012/33, 013/33, 026/33",40.72044995,-73.73201312,607090.2429,4508498.2234
1027,General Election 2024 - 11/05/2024,Queens,00056,PS 303-Academy for Excellence,68-60 110 Street,11375,,"007/27, 036/28, 037/28, 038/28",40.72613128,-73.84358906,597658.3768,4508998.8092
1028,General Election 2024 - 11/05/2024,Queens,11158,PS 306-NYC Academy for Discovery,95-16 89 Avenue,11421,,"024/38, 027/38, 043/38, 045/38",40.69170158,-73.84906184,597246.2731,4505170.7904
1029,General Election 2024 - 11/05/2024,Queens,Q0098,PS 26-Rufus King,195-02 69 Avenue,11365,,"017/25, 018/25, 019/25, 020/25",40.73676119,-73.77825199,603159.764,4510253.54
1030,General Election 2024 - 11/05/2024,Queens,Q0115,PS 31-Bayside,211-45 46 Road,11361,,"027/25, 027/26, 030/26 (Combined into 027/26), 031/26, 032/26",40.75729325,-73.76939107,603876.0061,4512543.2225
1031,General Election 2024 - 11/05/2024,Queens,11654,PS 316 - Queens Explorers Elementary,90-07 101 Avenue,11416,,"055/23, 039/38",40.68312095,-73.85023487,597159.621,4504216.984
1032,General Election 2024 - 11/05/2024,Queens,11831,Rockaway YMCA,207 Beach 73 Street,11692,,"070/23, 016/31",40.58957264,-73.80133775,601433.2134,4493887.7515
1033,General Election 2024 - 11/05/2024,Queens,Q0085,PS 32-State Street,171-11 35 Avenue,11358,,"052/26, 056/26, 057/26",40.7648195,-73.79476115,601722.9869,4513348.9767
1034,General Election 2024 - 11/05/2024,Queens,Q0295,PS 33-Edward M. Funk,91-37 222 Street,11428,,"010/33, 014/33, 015/33",40.72720315,-73.73502688,606824.9035,4509244.2125
1035,General Election 2024 - 11/05/2024,Queens,Q0005,PS 34-John Harvard,104-12 Springfield Boulevard,11429,,"029/33, 030/33, 031/33, 060/33, 061/33, 062/33, 063/33",40.71163308,-73.7367545,606703.8693,4507513.7079
1036,General Election 2024 - 11/05/2024,Queens,Q0097,PS 35-Nathaniel Woodhull,191-02 90 Avenue,11423,,"055/29, 056/29, 057/29, 058/29, 059/29",40.71367698,-73.76950955,603933.8702,4507701.3172
1037,General Election 2024 - 11/05/2024,Queens,Q0029,PS 354 - The STEM Institute of Queens,126-10 Bedell Street,11434,,"047/32, 048/32, 060/32, 061/32",40.6796953,-73.77357784,603642.8907,4503924.2896
1038,General Election 2024 - 11/05/2024,Queens,Q0092,PS 36-Saint Albans School,187-01 Foch Boulevard,11412,,"029/29, 030/29, 048/33, 049/33",40.69077861,-73.7640302,604432.4609,4505165.9224
1039,General Election 2024 - 11/05/2024,Queens,11653,PS 361 - The Woodside Community School,39-07 57 Street,11377,,"029/30, 044/30, 050/30, 051/30, 054/30, 055/30, 033/37",40.74790356,-73.90627505,592334.3618,4511347.8637
1040,General Election 2024 - 11/05/2024,Queens,Q0089,PS 37-Cynthia Jenkins School,179-37 137 Avenue,11434,,"016/29, 026/29, 064/29, 013/32, 044/32, 049/32",40.67595691,-73.75841795,604929.9207,4503527.29
1041,General Election 2024 - 11/05/2024,Queens,12120,Waterside Children's Studio School,140 Beach 112 Street,11694,,"008/23, 009/23",40.58000065,-73.83311535,598758.1504,4492789.0879
1042,General Election 2024 - 11/05/2024,Staten Island,11292,All Saints Episcopal Church,2329 Victory Boulevard,10314,,"041/61, 028/63, 033/63, 077/63 (Combined into 033/63)",40.61153877,-74.14152432,572621.7622,4495989.7907
1043,General Election 2024 - 11/05/2024,Queens,11742,PS 377,150-15 Raleigh Street,11417,,"041/23, 060/23",40.66798041,-73.83741624,598265.0987,4502550.5335
1044,General Election 2024 - 11/05/2024,Staten Island,S0025,Berry Community Center,211 Jefferson Street,10306,,026/64,40.58697753,-74.10118727,576061.9054,4493297.4626
1045,General Election 2024 - 11/05/2024,Queens,11966,PS 398,69-01 34 Avenue,11377,,"004/30, 043/30, 045/30, 046/30, 060/30",40.75251613,-73.89716465,593097.0599,4511869.5185
1046,General Election 2024 - 11/05/2024,Staten Island,11505,Brighton Heights Reformed Church,320 Saint Marks Place,10301,,"012/61, 013/61",40.64187827,-74.07818293,577944.8392,4499411.8048
1047,General Election 2024 - 11/05/2024,Staten Island,S0009,Cassidy / Lafayette Senior Center,125 Cassidy Place,10301,,018/61,40.64214758,-74.09636606,576407.0259,4499425.7448
1048,General Election 2024 - 11/05/2024,Queens,Q0013,PS 40-Samuel Huntington,109-20 Union Hall Street,11433,,"039/32, 040/32, 041/32",40.6940112,-73.79065864,602177.5175,4505493.4549
1049,General Election 2024 - 11/05/2024,Staten Island,11201,Castleton Hill Moravian Church,1657 Victory Boulevard,10314,,"027/63, 030/63",40.61352942,-74.11925909,574503.0751,4496229.371
1050,General Election 2024 - 11/05/2024,Staten Island,10341,Central Family Life,59 Wright Street,10304,,008/61,40.62734654,-74.07847581,577936.9712,4497798.4554
1051,General Election 2024 - 11/05/2024,Queens,Q0117,PS 41-Crocheron,214-43 35 Avenue,11361,,"033/26, 034/26, 035/26, 065/26",40.76961603,-73.77100706,603720.4348,4513909.2475
1052,General Election 2024 - 11/05/2024,Staten Island,11985,Gerard Carter Community Center,230 Broad Street,10304,,"005/61, 006/61, 007/61, 046/61 (Combined into 006/61)",40.62350847,-74.08169302,577669.3218,4497369.5677
1053,General Election 2024 - 11/05/2024,Staten Island,11873,Holy Family,366 Watchogue Road,10314,,"040/61, 042/61, 043/61, 032/63, 072/63 (Combined into 032/63), 073/63 (Combined into 032/63)",40.61640305,-74.14155029,572614.2982,4496529.7245
1054,General Election 2024 - 11/05/2024,Staten Island,10417,Holy Rosary Par. Ctr,44 Bionia Avenue,10305,,"036/64, 041/64, 042/64, 043/64",40.59654435,-74.07558272,578217.5666,4494381.8483
1055,General Election 2024 - 11/05/2024,Queens,11837,PS 376,210-21 48th Avenue,11364,,"025/25, 026/25, 028/25",40.75504262,-73.77016774,603813.947,4512292.4641
1056,General Election 2024 - 11/05/2024,Queens,Q0226,PS 46-Alley Pond,64-45 218 Street,11364,,"022/24, 064/24, 022/25, 023/25",40.74639525,-73.75893628,604775.6264,4511345.8807
1057,General Election 2024 - 11/05/2024,Staten Island,10027,IS 2 George L. Egbert,333 Midland Avenue,10306,,"022/64, 023/64, 028/64",40.57701969,-74.10057706,576124.8345,4492192.635
1058,General Election 2024 - 11/05/2024,Queens,11388,PS 48  William Wordsworth,108-29 155 Street,11433,,"021/32, 042/32, 043/32, 045/32",40.69362134,-73.79673891,601664.3758,4505443.1238
1059,General Election 2024 - 11/05/2024,Staten Island,S0026,IS 24 Myra S. Barnes,225 Cleveland Avenue,10308,,"004/64, 006/64",40.54548626,-74.14634242,572285.2407,4488653.7817
1060,General Election 2024 - 11/05/2024,Staten Island,00067,IS 61 William A. Morris,445 Castleton Avenue,10301,,"016/61, 017/61, 048/61, 015/63, 076/63",40.63458431,-74.09828788,576253.1297,4498584.5196
1061,General Election 2024 - 11/05/2024,Queens,Q0254,PS 49-Dorothy Bonawit Kole,79-15 Penelope Avenue,11379,,"025/28, 026/28, 028/39, 044/39, 045/39, 047/39",40.71913075,-73.8754197,594980.1927,4508186.7829
1062,General Election 2024 - 11/05/2024,Staten Island,S0072,IS 7 Elias Bernstein,1270 Huguenot Avenue,10312,,"012/62, 013/62, 014/62",40.52331118,-74.18592477,568956.2177,4486160.5859
1063,General Election 2024 - 11/05/2024,Staten Island,10298,IS 72 Rocco Laurie,33 Ferndale Avenue,10314,,"048/63, 058/63, 071/63",40.59275744,-74.15863333,571194.3541,4493891.0185
1064,General Election 2024 - 11/05/2024,Queens,Q0050,PS 50-Talfourd Lawn Elementary School,143-26 101 Avenue,11435,,"002/32, 012/32, 015/32, 017/32, 018/32, 019/32, 069/32 (Combined into 018/32)",40.69516061,-73.80744094,600757.8144,4505601.6651
1065,General Election 2024 - 11/05/2024,Staten Island,10008,IS 75 Frank D. Paulo,455 Huguenot Ave,10312,,"041/62, 042/62, 053/62, 054/62",40.5443946,-74.19750196,567954.2572,4488491.9024
1066,General Election 2024 - 11/05/2024,Staten Island,11595,Jerome Parker Campus CSI HS School,100 Essex Drive,10314,,"044/63, 045/63, 064/63",40.58147685,-74.15875243,571196.2381,4492638.7386
1067,General Election 2024 - 11/05/2024,Staten Island,10012,New Dorp High School,465 New Dorp Lane,10306,,"012/64, 013/64, 014/64",40.5695782,-74.10737688,575557.6786,4491360.7497
1068,General Election 2024 - 11/05/2024,Queens,Q0087,PS 52-Queens,178-37 146 Terrace,11434,,"032/31, 034/31, 035/31, 036/31, 062/31 (Combined into 032/31)",40.66106172,-73.7680063,604142.7335,4501862.4165
1069,General Election 2024 - 11/05/2024,Queens,Q0275,PS 54-Hillside,86-02 127 Street,11418,,"029/24, 031/24, 032/24, 006/28",40.70312463,-73.82432451,599319.4813,4506466.5044
1070,General Election 2024 - 11/05/2024,Staten Island,S0054,New Lane Shores,70 New Lane,10305,,003/63,40.61281839,-74.06198741,579348.6703,4496200.502
1071,General Election 2024 - 11/05/2024,Staten Island,11441,On Your Mark Inc.,475 Victory Boulevard,10301,,"047/61, 010/63, 013/63",40.63080812,-74.08866773,577071.0089,4498173.7279
